,Filename,Proficiency,Age,L1,Age_Exposure,Years_Study,Text
210,ES_SP_B1_21_16_14_VAG,B1 (lower intermediate),21,Spanish,5,16.0,in this video is a man that is Chaplin / uh he walked in to the street / 'n' then see he he find a baby / he catch the baby 'n' the same time a man with a / cart child cart or / uh stop 'n' go / at the house / 'n' Chaplin see that the woman drop the baby so / uh when the when the woman / go out / and see the baby / uh say to Ch= to Chaplin that it not her baby / so Chaplin catch the baby / 'n' / uh walk / to / the same place that the baby uh stayed / and put the baby on the floor / uh a policeman / see Chaplin / 'n' Chaplin catch again the baby / she he walk / and when she he / he see a / old man uh walk / to the street / uh / give the baby for th= this man / 'n' / 'n' say that he is doing some= something with the shoes / when the man catch the baby uh Chaplin run away / uh the man / who has a baby / uh see the a baby car 'n' put the baby / uh the car / uh / that is the same / the same cart that Chaplin put the first time / so when Chaplin / uh walk to the street to go / out hhh uh the woman see Chaplin / 'n' see the baby so he catch to catch uh Chaplin xxx / 'n' the at the same time the policeman / go at the place / at the place / 'n' 'n' Chaplin catch again the the baby / 'n' he walk / uh side to for the street / and she sit in the floor / 'n' uh he / he looked the baby / 'n' he find a note / that say that this baby / doesn't have mother / and Chaplin uh / stay with the baby uh / i suppose that / uh go with him at her home
211,ES_SP_B1_21_16_13_EHO,B1 (lower intermediate),21,Spanish,5,16.0,uh the boy uh have a frog and a dog hhh uh / he's seeing his animals hhh / uh before to sleep / he go to s= he goes to sleep / and while he's sleeping / uh the frog / goes out his xxx his xxx and and he go his xxx uh / when hhh he / get up when he get uh gets up hhh / he saw he sees that the frog isn't in his xxx / hhh and he and / his dog go to no / uh si go searching / his no go find / go find his / his other animals / uh he go to the forest hhh and / and he found a deer / hhh who / hhh who goes no / who take it down / take it down / no se si lo he dicho bien hhh uh who take it down uh to the river when / he is / on the river / he saw his frog / that it was
212,ES_SP_B1_18_12_14_ASS,B1 (lower intermediate),18,Spanish,6,12.0,hhh in this video we can see Charles Chaplin walking down the street hhh and while he is walking he finds a baby and he decides to take him / so he didn't really know what to do with the baby so he left it / h= he left the baby with a mum / who also had another baby and when she finds out she got really mad with Charles Chaplin hhh and started to kick him hhh and he had to took the baby back because she didn't want that baby / so sh= he didn't know what to do so he left the baby right where he found him in th= on the floor hhh and when he's putting the back where he found him hhh a policeman realises what he's doing so he got mad at him so sh= he had to take the baby back / 'cause the police thought that he was uh abandoning a baby / so he takes the baby and walks through the street with the baby and hhh he when he sees a man he gives him the baby hhh so he can tie his shoelace hhh and when the man was not looking hhh he started to run so the man was with the baby and now it was his responsibility hhh so the man decides to give the baby to the same mum / Charles Chaplin gave the baby too / so he put it well he put the baby on the baby cart / so when the woman finds out that the baby is again on her baby cart / uh Charles Chaplin was hhh walking right there so she thought it was Charles Chaplin who hhh put the baby there so he s= he said to= she said to him hhh that she didn't wanted her baby so there was also a policeman there so sh= she explain the situation to him and Charles Chaplin has= had to take the baby again hhh / so when he finally had no return he sat on the floor / with the baby and he thought about putting him on a sewer but / he realises that the baby had a message xxx paper / and on his hand he when he reads the message it says that uh he was an orphan baby and hhh that he needed someone to take care and love him so he finally takes the baby and takes care of him
213,ES_SP_B1_21_5_14_CMJ,B1 (lower intermediate),21,Spanish,13,5.0,this is the history of a a abandonated babe / that was found by a funny senior called / Chaplin / in a common day this distracted mister was walking around the street when he saw a defendless babe between a pile of trash / he was surprised in this xxx for this / then before nobody relates of the situation he run and he pays / xxx to older man / he knew that he can't be its daddy / just in the last moment / it happened unpredictable / he discovered a brief note inside his cute baby clothes / he read / please / love and care for this orphan child / he was so touched / that became determined that for the / sweet babe
214,ES_SP_B1_21_6_14_YM,B1 (lower intermediate),21,Spanish,6,6.0,the video is about Charles Chaplin / when he found a baby while he was smoking / uh he found a baby / behind a books of rubbish / uh wh= he took the baby and then he try / to left them / uh in a trolley baby that had a woman that he found her / uh when the woman uh saw this / uh hhh when the woman saw this / uh he uh / started to hit them and discuss / with him / uh then Charles Chaplin took again the baby and he tried to / give as a present to a man that found / there too / the woman the man sorry / uh again tried to put the baby in the trolley of the woman / Charles Chaplin was walking there and the woman / uh thought that uh it was Charles Chaplin Charles Chaplin / uh took again / the baby / and when he wanted / to leave / again / uh the baby he found a letter that says / uh care and love this orphan baby
215,ES_SP_B1_17_10_14_NCA,B1 (lower intermediate),17,Spanish,7,10.0,in the video Chaplin is walking quietly down the street while a neighbour throw things out uh the windows hhh but he doesn't realise / he keeps uh walking and then someone throw things at him again and he looses his cigar / so he decide uh take another one of= from his box / hhh uh then he take off his gloves / take a match out of he= of his pocket and with the sole of his shoes hhh uh he charmed it on and t= and lights uh his cigar / hhh then he throw the match in to a bucket hhh and also his gloves / hhh when he looks around the corner he realise there is a baby on the floor / hhh at that moment he looks everywhere without knowing uh whose baby is / so he decides to take it / hhh behind him hhh uh there is a woman with a cart / he sees her and goes after her / hhh the woman was into a store and he puts the baby in the cart / the woman notice hhh and they start arguing and he decide uh to take the baby again and runs away / to the corner to leave the baby hhh but a guard sees him and he he get scared hhh so he decides uh take the baby and run away again / hhh along the way he meets a man and ask him to take the baby because he is going to tie his shoes / hhh the man accepts and he runs aw= uh away o= one more time / Chaplin hides= hides uh while the man looks for for him angry / but he find the the cart of the woman from before hhh and leave the baby on the cart / hhh Chaplin sees again the guard and turns arou= turns around near where uh the woman searches the p= the the person who who has left the the baby in the cart / hhh then Chaplin xxx appear and the woman decides running after him uh with an umbrella and hits him / hhh the guar= the the guard appear again so Chaplin decides take the baby / and he don't know what what to do uh so he sits on the xxx of a sidewalk / hhh he thinks about putting the baby in a xxx but but he finally doesn't / he looks in the baby's blankets and a fin= and find a letter / then he he stay with with the baby
216,ES_SP_B1_19_13_14_JMR,B1 (lower intermediate),19,Spanish,6,13.0,Charlie Chaplin appears / walking in a / uh a small / street 'n' he finds a baby / abandon baby / in the f= / ground / uh he holds him / 'n' she he sees / a / a woman / with a baby baggie / so Chaplin thinks that the baby / he f= he found / is / from the woman / so he put the baby / into the / womans' / uh baby baggie / and / the woman / gets / angry / because the baby / uh is / not / belong to her / doesn't belong to her / 'n' Chaplin try / to / leave the baby in the place where / he found him / but a poli= policeman appears / 'n' he / uh / hold the baby again / he / tricks a man / with a beard / 'n' uh / uh this new man / uh hold the baby 'n' Chapli / Chaplin / runs a= runs away / uh / but / this man / uh leave the baby in the same /  baby baggie / uh where  Chaplin / leave him / before / but / uh the / when the woman realize / that the baby / uh is there again / Chaplin appears / uh 'n' she uh start kicking him / because she thinks / uh Chaplin leave the baby there / uh / they uh start / to discuss / uh until / the policeman / appears again / Chaplin / hold / holds the baby / and he sit down / in the street / uh finds / uh notes / from / the babys' mom / uh there / uh h Chaplin reads the letter / 'n' he decide / decides to / uh / take after / take care of hhh sorry /
217,ES_SP_B1_19_14_14_LRS,B1 (lower intermediate),19,Spanish,5,14.0,first / uh Charles Chaplin / uh it's walking on the street when he / realize there is a baby on the floor / so he decide / to / take / 'n' when he sees / that there's no / uh mom or dad with that baby / uh he wanna / drop / the baby on the floor again / but then he appreciates / that uh there is a policeman / so. he / take that kid again. with him / 'n' / he see there is a woman with another baby / so. uh he goes 'n' / drop the baby / with the other baby / 'n' in a moment / uh the woman / uh realize what uh Chaplin is doing / so / he / uh she / uh / takes uh / that kid 'n' / give it back to / Chaplin / 'n' Chaplin / just gave up with that woman / then he / is walking on the street 'n' / he / uh see / there's uh a man walking / 'n' he try again to give that baby to / that / uh / guy to that man / but / hhh 'n' he starts uh running away from the place / uh the other man / uh finds there's a woman / uh the same woman / as / uh before / 'n' try to do the same / as Chaplin / uh do / hhh uh / did / 'n' / they uh try to / uh / give the baby to that woman / 'n' in that moment the uh in that moment the woman / don't realize / so / he kinda / run away from the place / 'n' / Chaplin uh is on the street walking / uh / where the woman is / 'n' the woman uh when see the two babies / and see Chaplin uh she kinda associate / that uh Chaplin has done it / so uh / call the policeman / 'n' Chaplin decides to takes to take the baby / 'n' go away / uh / at the end of the video / uh / Chaplin is sitting down / on the street / and he realize the baby has a letter with him / and that ba= uh letter say / says that / uh that baby is uh / it's uh / it's abandon / 'n' / uh is that letter as to someone to take care / of / of the baby of the kid / 'n' so Charles decides to take / care of / of him
218,ES_SP_B1_20_14_14_ASR,B1 (lower intermediate),20,Spanish,6,14.0,the film start with the main character uh Charles Chaplin / uh who was walking on the street / avoiding something that a woman / throw through the window / when / he found the baby cr= that was crying / and he pick him up / 'n' / a woman walk / behind them / with a baby cart / and Charlie thought that the baby was / of her / so he go / to the woman / uh put the baby that he found / in the baby cart / uh when the woman saw the baby uh gets really angry / because he can't / look after / to childrens / so he yell at Chaplin / to take away the baby / Chaplin pick up the baby again / 'n' / when he was / uh / in the point of leave the baby in the floor again / a policeman came / 'n' he have to pick the baby up again / 'n' go away / uh when he / turn / to the right / on the corner of the street / uh he saw / a old mand / walking on the street / 'n' he lying / saying that he has / to / tie his shoes / 'n' / he / said to the woman if he can / pick the baby for a moment to tie his shoes / so when the old man / catch the baby / Charlie run away / 'n' / the old man try to / follow him / but he can't / so he continue to walking on the street when he / found a / baby cart with a baby / on it / so he put the baby again on the / hhh on the cart / 'n' go away / when the womand / go out of a store / uh he saw the baby on his cart / and he / was / uh / he / she thought / that / this baby was not there before / so when Charlie / walk in front of her / he followed them and uh start to hit him / hit it / with her umbrella / and yelling at him again / because / he / she don't want / that baby / and then / uh the police came again / 'n' / between the policeman and the woman / said / to Chaplin that / he has / to / pick / this baby / because / they thought / the baby was of Charlie / but / they're really not / so / Charlie was walking on the street with the baby / and sat on the street / and he think in throwing the baby / into the sewer / but he regret its / 'n' he was when he was touching the baby he cut her finger with something / 'n' when he looks / what / was the thing that cut her / cut him / uh he saw a letter / he open the letter / and / the letter / uh / in the letter was written uh / love and care for this orphan child / so Charlie knows now that the baby / it's / an orphan child so he decide / to / to keep the baby with him
219,ES_SP_B1_20_15_13_MHL,B1 (lower intermediate),20,Spanish,5,15.0,uh is a child that uh have a frog / and the frog escape fo= from his jail hhh and the child uh was sleeping uh while the child was sleeping hhh uh and uh the next morning uh the child uh / hhh uh / uh go to look to look uh hhh his fro= uh his frog and then uh he / uh hhh he know that the frog uh hhh was escape / was esc= / uh xxx hhh sorry uh and she go to look after / no to look / to look for uh the frog hhh uh and uh she go uh he go to the / to the / uh / hhh he go in uh to look for the hhh the frog and a wild animal uh hhh uh trhow the / uh the child uh / and then the the child go to a lake / hhh and in the lake was the frog and / the uh the child uh hhh end with his frog and / I think that is a happy end
220,ES_SP_B1_21_14_3_CCV,B1 (lower intermediate),21,Spanish,7,14.0,hhh okay well hhh my the last uh film that I saw in cinema was uh joker hhh uh it seems to me a great movie because hhh because of the main character who is / extremely good and hhh I think he deserves in the Oscar of this year because of the hhh of the planes of the hhh of the movie the color of the cinema hhh and I think that it's a / hhh a good movie for the / hhh for the Oscar 'cos / also hhh uh talks about uh mental illness and issues that hhh uh normally / are not hhh uh visible to everyone and hhh is like uh / hhh a thing that uh / people / don't know 'n' / it's a good way to see that uh hhh people have mental issues and / uh that have a solution that it's not always a / a / final solution that hhh can / solve everything but / hhh I think / hhh it's a good way to to see it and hhh also it's a great movie about marvel and uh sorry marvel no dc of the hhh the / comic uh / line of hhh of batman and it's an incredible way to explain hhh how batman becomes batman and / hhh it's really uh / uh good hhh plot hhh I think that's hhh that's all
221,ES_SP_B1_22_14_14_GG,B1 (lower intermediate),22,Spanish,8,14.0,uh at the beginning of this video we can see Chaplin uh walking uh to the camera / 'n' he takes a cigarette box from his pocket and he starts to smoking / and he / he listens to he hears something / and he realize that it's a baby yes on the floor / so uh he the baby's cryin' 'n' he tooks him / hhh and uh starts to walk like looking for someone else / to / give uh for giving the baby to / and uh in that moment appears a lady with a babys' cart 'n' he suppose that the baby is / hers / but she starts to to argue / and uh she even tries to hit him / and uh then he ask to take the baby / 'n' he ask to look for you know for the / hhh the babys' relative / 'n' he starts to walk and uh he kindo find anyone to give uh the baby to so he try to leave him again over the floor and in that moment appears uh / the policemand / a policemand and uh / uh starts to complained about the father he he left the baby aloned on / on the floor and he has to carry the baby againd / and look for someone else so he finds a mand / and he give / he gives the baby to this man / who looks like kind of homeless hhh / and in that moment uh / in that moment uh he starts to run and the policeman uh appears again / and he hhh has to uh / ge= take the baby and / he continues looking for someone else to give the baby to the relative uh to the babys' relative / and uh in that moment he finds uh the babys' carts woman again / and uh he gives the baby to her 'n' / uh yeah it's better he puts the baby on the babys' cart / and uh while this woman is uh is no looking / at him / and then she realize he put the baby again uh on the cart so he / starts to complain about it and she tires to hit him again / and uh yeah he's so uh worrying he doesn't know what / can he do with the baby / so he starts to walk uh carries the baby / and uh he realize he can not uh leave the baby aloned and that is not someoned / uh looking for the baby neither so he sit on over the floor 'n' he starts to look at the baby and he finda a note / hhh saying that the baby is an orphaned and uh please uh / uh he must take care of him because he is as i said he's orphan 'n' he's completly aloned / and that's it
223,ES_SP_B1_19_12_14_AFL,B1 (lower intermediate),19,Spanish,7,12.0,at the beginning there is a man walking in the street / and uh smoking and someone is throwing garbage from the roof and the win= and the window / then this old man sees a baby laying in the floor / 'n' he decide the he decides to take him / uh then he sees / a woman with a baby cart / 'n' he thinks that / the baby might be from that lady so he goes to the baby cart and put the baby there / but once the woman goes / uh / goes there uh to see his babe / to see her baby / uh see uh sees the other baby and this man / so / she goes to this man / and tells him / I mean uh she tells him uh he ta= takes the baby back to him / gives giving back / and / the man / doesn't know what to do so he walks by / and / he goes to the same place where he found the baby and he was go about to put the baby in the floor / but a policeman came / and he had to take him back / 'n' / then he doesn't know what to do with the baby so he sees another man / walking / 'n' he / gives the baby to that man 'n' / start uh running / and then this other man / uh goes by the same baby cart with the lady / who is in a shop / and the baby uh the baby cart is in / is outside in the street / 'n' he puts the baby in the same baby cart / then / the woman gets out of the shop / 'n' the first man who saw the / cart uh the baby / is walking / in that uh street / uh and accidentally the / the woman / uh sees the this man again / 'n' he she wants to / hhh to / give the baby back to him / 'n' she start / starts screaming at him so the a policeman came / 'n' / he has to take the baby with him again / 'n' he goes to the to the street / to sit somewhere / and he takes out a letter / from the baby / from the babys' clothes / and / uh what it says. uh take care 'n' love this baby so / he feels that 'n' he has to take the baby 'n' he finally goes with the baby / with him
224,ES_SP_B1_17_11_3_PSR,B1 (lower intermediate),17,Spanish,6,11.0,hhh so / the film I wrote about is called / Lion hhh and / in this film we see a family composed by / the mother hhh and two boys and a girl / the older boy is called hhh Guddu and / the younger / is called / uh Saroo / they are all indian hhh and the two boys walked / at the capital so one day hhh the younger decided to go with / his older brother / to work / although / Guddu didn't want to / hhh and / hhh it was so late / and / Saroo was like so sleepy so he decided to hhh sleep / on a bench / and / Guddu told him / not to / move from there / hhh so then he woke up and his brother wasn't there / hhh so he decided to look for him / and he was hhh he looked for him in a train / and suddenly / the train hhh started moving / and he ended up / in / the other part of la India / of / India sorry hhh and / he didn't know anything about the name of neighbourhood hhh the name of / his mother hhh so he just decided to / uh / live on the streets / hhh uh / but / a few weeks later / a woman / hhh decided to / house him hhh so she gave him like food and a shower but I think she wasn't so good 'cos hhh she wanted him to / sell his organs hhh so / Saroo decided to run away / and a few months later / he was / hhh he entered into an orphanage where he was adopted by / an Australian / family / it was so perfect / hhh and / well they were so rich so he spent hhh / well he / had an amazing childhood / hhh but when he grew up when he was like / 25 / hhh he wanted to know / uh more about his / biological family hhh so he decided to / look / at the internet / and with the help of / the the app google maps hhh he wanted to / uh know if he could hhh uh recognized / uh some streets or some houses hhh so hhh he was like hhh / looking for that for two years / and hhh one day he just knew / that a street was like so so close to hhh his house / hhh so he decided to go there to la to India / hhh by plane / hhh and / well uh when he was there / his mother recognized him / hhh and he could see that his sister / was like older of course hhh but his mother told him that his brother hhh had uh dead / because he was / looking for him at the train at the train / rails hhh and he was like / hhh he was dead because of that because of the train / hhh so this is the end of of the story of the film hhh it's a little bit / sad but happy at the same time 'cos he uh / could see again his biolog= biological family but / not like the complete family / hhh but well the film is based on hhh uh real / events hhh and / yeah just / love the film because of the soundtrack it has and hhh the actors / that play / hhh all of the / uh / hhh xxx
225,ES_SP_B1_18_11_14_MRC,B1 (lower intermediate),18,Spanish,7,11.0,in this video / we can see a man / who is Chaplin / uh smoking / 'n' suddenly / a xxx / fall out / in her in his head / he found a baby in the floor / uh he tried to / give / him / to / a woman / who / has uh who had a baby / but the woman / refuse / so he drop uh so he drop in the floor again but a policeman / saw him / 'n' Chaplin took the baby again / Charplin try to give / to gave the baby to / other man / uh he / run out / hhh and this other man / gav= gave the baby / to the first woman / 'n' when the woman saw / uh / saw her / saw herself with two babies / uh / at see Chaplin again / she / call him 'n' she told him / to take the baby / uh Chaplin didn't want to do it but / the police / uh the police come / and Chaplin took the baby / finally Chaplin / was / settling down / uh / in the street with the baby 'n' he found / a paper / that says / that please / take care of this orphan child / uh / finally / it sseems to me that Chaplin / is going to take the baby for him
226,ES_SP_B1_18_12_14_IJQ,B1 (lower intermediate),18,Spanish,6,12.0,this video start with Charles Chaplin hhh walking around a street and suddenly someone uh throw= throws him uh some rubbish / uh later she= he uh starts st= to smoke and then uh he saw a baby / hhh uh as he saw a a woman with other baby hhh he maybe think uh it was her baby / so he decide to / give the baby to the woman hhh but this baby wasn't of this woman so uh hhh the woman hhh return the baby to Charles Chaplin hhh / then / uh because of this baby wasn't of Charles Chaplin uh he decide to leave in the same place as he found it for the first time hhh so she leave hhh the baby but a policeman saw him leaving it leaving him / so uh he decide to / hhh to take the baby uh again and then he saw a a man walking / so he decide it was a grea= great idea to / hhh to give the baby to this strange uh man / and he start to run / hhh uh this man uh hhh didn't know what to do with the baby hhh and s= see the the same woman hhh with the / baby carriage and he decide to leave the baby in in that baby carriage / hhh and and she start walking / and then the woman uh appear and see Charles walking uh around the the street / and she maybe thought that again he uh leave the baby in her carriage / and uh she start to fight and a policeman appear and hhh Charles uh take the baby again hhh and uh sh= and he= they uh start to walk to another place hhh / uh she sit down with the baby in the street and she= and he th= thought about leaving the baby in a gutter but then uh hhh he saw a note uh that the baby has / and the note said that hhh uh is a baby without parents that he is alone hhh and please uh who find it hhh uh take care of him hhh so he decide to hhh to keep the baby with him
227,ES_SP_B1_18_12_14_MGM,B1 (lower intermediate),18,Spanish,6,12.0,in this video we can see a man / walking / on the street / 'n' suddenly a woman appears uh through the window / 'n' uh starts to / to throw things / to the street / uh then / uh the man uh starts to / to uh smoke / 'n' he suddenly see a sees uh / a baby laying on the street / 'n' crying / 'n' it seems that somebody has has left him there / so he takes the baby / uh / again uh / leaves him / uh laying on the streets again / but / uh a policeman appears / 'n' / sees him / so the man / again / uh takes the baby / uh suddenly he sees a woman with another baby / so he gives her the baby / uh thinking that he / the baby is hers / but the woman gets angry because / because it is he's in her baby / so he takes the baby again / uh / then / he saw he sees a old an old man / 'n' / he gives the baby to him / but / the woman / uh cames acro= came across wi= comes across with the / with the woman 'n' her baby / 'n' gives her the / let the let the baby / with the other baby / while the woman is in a shop / uh suddenly the woman / uh appears again / 'n' see the ba= / the baby who is / who isn't hers / uh hhh the the man appears / 'n' the woman uh starts hitting him / because she thinks that uh he has left / the baby again / uh the policeman appears 'n' after all the man takes the baby / uh / when he is taking / him / uh he sees a a note / in which / uh somebody / is asking for / uh / is asking for someone / to take care of the children / because / he has no parents
228,ES_SP_B1_19_11_14_NLLB,B1 (lower intermediate),19,Spanish,8,11.0,at first appear a a old man that it's the main character of this uh story / 'n' uh well he has walking he uh uh / somebody is throwing uh / something uh / from the balcony / so uh when he is going to / uh smoke / a cigarette uh he found a baby / so he uh looks around her / him / uh to look her mother or / or her father / but he didn't see anybody / uh suddenly uh a woman with a baby carriage  / uh appear / 'n' he suppose uh that that baby could be uh for that woman / when he is going to give / uh uh the baby to the woman the woman start to / uh get angry / and discuss / so he take again uh the baby / so uh / he uh is going to / uh / put the baby at the same place that he had uh found before / and a policeman appears so uh he notice that he can't do that / so uh he uh looks another way to uh take of the baby / uh he gets uh to another man / 'n' uh casually that man / uh / gives again / to the woman / that we have talked before / uh so uh he uh again the main character again / uh / walking uh where the where the woman is / and the woman uh again uh get angry / 'n' the policeman appear / to discuss together / why / what happened with baby so / uh he takend again 'n' the baby 'n' noticed that he couldn't / take of him / uh so uh he uh / s uh s uh sit down / in the street / 'n' when he take the baby uh a / a letter appear / uh that say that / uh the baby is an orphan baby 'n' he had to love 'n' care him / so he uh / decide to / to / uh / uh / uh have the baby
229,ES_SP_B1_19_13_13_MPH,B1 (lower intermediate),19,Spanish,6,13.0,well Tom uh / hhh is playing uh with / hi= his dog and his frog / in his room / hhh and / uh I think that uh / he finish / that have a shower / to take / to have a shower hhh because the clothes is / on the floor / hhh uh later the boy fast asleep / uh / and the frog uh / escaped / hhh and the next day uh Tom uh / realized uh that the frog didn't in his room / hhh and he started uh to look for his / uh he / went to the forest uh with his dog hhh and his hhh uh / uh / uh she he's worried because hhh he didn't know hhh wh= where the frog was / and / uh / he's he ay / hhh found / the / animal / this animal / hhh and finally / hhh uh / uh / hhh he hhh / he / become uh find the frog
230,ES_SP_B1_18_13_14_CGG,B1 (lower intermediate),18,Spanish,5,13.0,hhh Chaplin was walking on the street when suddenly something falls in him hhh making him drop his cigarrete hhh then he take out another cigarrete from his jacket and he throw his wolves to the rubbish hhh and he sees a baby on the floor hhh he catch the baby and gives it to uh a mother that was on the street / hhh obviously the mother deny the baby hhh and Chaplin tries to leave the baby on the street again hhh but a policeman appears hhh and he tries to give the baby hhh uh to another people hhh among them uh xxx a man and the mother that was in the street before hhh but uh he doesn't get it and finally uh he adopt the baby
231,ES_SP_B1_18_14_14_ARF,B1 (lower intermediate),18,Spanish,6,14.0,hhh first Charlies Chaplin is on a street in a poor hall town he is smoking and suddenly objets fall from above hhh he is amazed and takes out a case where he carries cigarretes and lights one hhh next he throws his gloves in a bin uh when he leaves he finds and abandoned baby crying next to buckets hhh Chaplin tries to look for the parents but he doesn't see anyone so he takes it hhh in those moments an old woman passes with a baby car and another baby / that he thinks he's hers addresses the woman and put the baby in the baby car hhh then they argue and Charles takes the baby and they leave hhh uh next he leaves it back where he found it / but a police see him and xxx it again hhh second when he was walking down the street he sees a man hhh he gives him the baby and ties his shoelaces hhh when he finishes he runs out and hides / then the man leaves the baby in the lady's baby car that Charles has found hhh at first / when Chaplin leaves his hide out he passes scarcely down the street where the lady was with the baby car hhh and the two babies / they argue again the policeman arrives and immediately he takes the baby back and sits on a city walk hhh right next to it is a sewer hhh he grabs it and thinks about throwing the baby over there hhh but realise that the child has a note between his blankets / he reads it hhh finally he thinks that the best things is to stay with the baby and take care of it hhh
232,ES_SP_B1_18_15_14_CAM,B1 (lower intermediate),18,Spanish,3,15.0,ok so in this video is about / a man / who is walking / uh down the street 'n' / suddenly he he finds / a baby / on the / on the floor / that is crying / uh so / this man takes the baby / because he doesn't want to le= / let it / down / there / crying / alone / so / he / he uh start to think / what he can do with the baby because he doesn't want to keep / keep him / but / he doesn't want either to / to let him / alone / so / he tries to / to / give the baby to a woman / and that has already a baby / but the woman uh sees the man uh letting the baby / on his trolley / with the other baby / so the woman / says that she doesn't want the baby / 'n' / 'n' then / the man the protagonist / tries another plan that is uh / giving the baby uh a few seconds to a man / while / he he ties / his shoes / uh and then he start run / and the man keeps / the baby so the protagonist can / can / run / 'n' get rid of the baby / uh / the man / that has kept the baby / uh tries the same plan as the protagonist / uh he lets the baby on the trolley / of the woman / of the beginning of the video / but this plan works for the man / 'n' / so / uh the protagonist is taking a walk / uh down the street and he passes next to the woman and his trolley / and the woman thinks that / it has been the protagonist who has / uh let the baby on her trolley / so / uh so the woman uh runs behind the protagonist to / to give the baby back to him / and finally / she gets it / and the man / finally is with the baby / as the beginning of the video / uh / and then / he sits down on the street and he sees that the baby has a note / uh between / his clothes / that says / take care / of this orphan child / and then / he smiles / 'n' he decides to keep the baby / 'n' that's how the story ends
233,ES_SP_B1_18_15_14_RVB,B1 (lower intermediate),18,Spanish,3,15.0,hhh first thing we see in this video hhh is Charlie Chaplin walking hhh to a an empty street / well well the street is uh totally not empty hhh because it has a baby hhh left on the floor / crying hhh so after he lighted up a cigarrete uh he took from a metallic box hhh / and he found the baby / and then took him to decided to hhh to try to find a a solution to this problem hhh so he started looking for his mother / uh he saw a woman with a hhh with a baby xxx hhh looking for for something / so he thought / she was looking for the baby hhh so he went up to her and gave out the baby / then this woman started uh shouting him off because it was not her baby hhh uh she seem to be very furious / after this uh the protagonist doesn't know what to do at all hhhh so he decides to left uh the bab= to leave hhh the baby back where he found it and while he is doing this while he is doing this uh see he finds out hhh a policeman is watching him so he takes him back and uh hhh uh walking through xxx streets / trying to find hhh some other solutions / he comes up with the idea of fooling a man / telling him to hold the baby while he attaches hhh his hhh shoe and then he starts running / this women doesn't know / doesn't even know what to do hhh so he found a baby xxx hhh uh in the street with an empty place so he decides to place the baby there / unfortunately this was the first woman hhh car and when Chaplin is walking through that same street / the woman comes off the establishment she was in and then she guess she guesses hhh this is Charles Chaplin trying to fool her again / and this is when she starts punching him and when the policeman comes to the street again hhh so finally uh Charlie Chaplin finds himself hhh again with the baby and on his own hhh so he sits on the floor hhh and starts starts thinking about what to do hhh and that's when he found a paper hhh inside the clothes of the baby that says to take care hhh to take care of that orphan baby
234,ES_SP_B1_21_9_3_KLB,B1 (lower intermediate),21,Spanish,6,9.0,uh so my task is that I have to talk about a movie and I chose hhh uh scary movie two hhh this movie is basically uh about the story of five friends hhh who uh hhh / hhh / scary movie is a movie about five friends hhh uh who suffered uh from xxx experiments hhh when uh they had a crash accident hhh / and they had to hide a body hhh under the xxx although that one involved was lived / hhh uh because of that experience that the director fo the highschool decides that is a good idea hhh of take all of them and / by lying them / hhh uh hhh make them be part hhh of a / hhh / of an experiment hhh in a haunted house hhh uh / inside the house there's a maid hhh who's evil and is quite mad hhh there is a scientist hhh who goes in a wheelchair and everybody loves at him hhh and also the director of the highschool uh stays in there hhh so meanwhile uh the five friends start suffering hhh a lot of uh funny but hhh strange situations hhh that make reference to some movies or uh some famous scenes of the hhh film industry / hhh I think is a funny comedy and / I really liked it
235,ES_SP_B1_22_11_3_MML,B1 (lower intermediate),22,Spanish,11,11.0,well I'm going to / spoke about / to speak about uh one world series hhh uh I write about that in my test hhh uh is american series / from / uh / uh sorry hhh is american series / uh actual series that is based hhh about the life of hhh uh / of paramedic / uh firefighters hhh and they show us hhh how how is / that life hhh how they / hhh receive the calls and they do their job / hhh and / is cool / because because you can see hhh how all the people work / and how stress is that life hhh I mean hhh they also show the life of policies hhh american policers so hhh uh you can / you you can be able to watch hhh all the perspective hhh from one call / I mean hhh you call nine nine one nine one one and hhh and you say that you have an emergency hhh and then hhh the series the series show you hhh uh / hhh all the perspective / and is cool because hhh is made for Ryan Murphy the same / the same producer than American xxx stories hhh and a few mores hhh and / I mean he's / he's so famous in / their ambit hhh and I don't know that's it hhh
